longitude,latitude
-118.60441621289827,33.47855201370016
-118.59878422685408,33.47793901727289
-118.5859372400491,33.47381901551989
-118.58025626692444,33.47509902538701
-118.5703523000404,33.47531003555479
-118.55760633672803,33.4747220453711
-118.54453137429476,33.4741190552216
-118.538625413471,33.47701507281784
-118.53427740263012,33.47349306214283
-118.53070337579848,33.46807104221809
-118.52824037322874,33.46660303796649
-118.5247703824369,33.46635503975403
-118.5226363584252,33.462016022428394
-118.5105383485363,33.4553130010278
-118.50285135800884,33.45330199675549
-118.50021333952465,33.44959198095068
-118.49957531282556,33.44593096377432
-118.5002892944465,33.443351951492495
-118.49743627918282,33.44196394500876
-118.49363327428394,33.4425589476628
-118.48935528368915,33.445335960330034
-118.48626528598899,33.44672396650563
-118.48222528727734,33.44830997341733
-118.47764727660044,33.4483919733724
-118.47348622795731,33.44287694834908
-118.47034122091964,33.44295594857566
-118.45463712179865,33.43396090934542
-118.44953610116356,33.43267290410666
-118.44581306714446,33.428906888469065
-118.4422770572734,33.42864488770028
-118.43690604490614,33.42863688817424
-118.43480602776594,33.426780880754364
-118.43017302709981,33.42827788735232
-118.42357700531983,33.42725788391864
-118.40909993339116,33.42120286208403
-118.40644492974934,33.42155886388676
-118.39525087096415,33.41620384570089
-118.39095587259986,33.417962853103504
-118.3820378028691,33.40988282568526
-118.37716979825018,33.41082083034541
-118.37032377420792,33.409284826765855
-118.36830175666934,33.407109819757544
-118.36727071791046,33.40108779917018
-118.37016169291871,33.39601278040225
-118.36812664940004,33.38953275868415
-118.36509463642386,33.388373756088114
-118.35870058345947,33.381632736268436
-118.35127552364,33.373935714704885
-118.33248639834603,33.358227676784566
-118.33140004605022,33.35602431143749
-118.32915835383523,33.35147765830265
-118.32446033069544,33.34878165388706
-118.32274130479315,33.34472764297264
-118.32188232660096,33.34431819461919
-118.31847628649876,33.342694640620465
-118.31652596788867,33.34082466905809
-118.31022222923663,33.33478062485941
-118.31021323489752,33.3357946278422
-118.3090651987297,33.330899614649134
-118.30895520303207,33.33043061339062
-118.30776716253102,33.323479594373104
-118.30539014483313,33.32089758949263
-118.30539011724933,33.3159325751558
-118.30508408568421,33.31032255932587
-118.30681607714641,33.30838455161299
-118.31204507382766,33.306596539930645
-118.31678704899005,33.301136517688825
-118.32524404753651,33.299074500410256
-118.34324910542367,33.30523349674856
-118.35404216597365,33.3131105095529
-118.36033218765039,33.31532950967901
-118.36780620937927,33.317253507693835
-118.37476823608957,33.32006450969458
-118.38456425556171,33.321018502232015
-118.39305525880913,33.31965848778795
-118.40294128035467,33.32090048144795
-118.40854329194376,33.32149347753044
-118.41376729112612,33.320240466877934
-118.4242582899015,33.31783844557122
-118.43111230813005,33.31918244325193
-118.43635232146158,33.32010344115691
-118.4410663176099,33.31855442945076
-118.45630936075526,33.321819426292386
-118.46536840262571,33.32605543494125
-118.47414347199324,33.334203462106046
-118.48293755653128,33.34433049961735
-118.48745361009655,33.350882525748005
-118.4887706531588,33.35664855125431
-118.48959268126619,33.360411568004835
-118.4872157151285,33.36577159439732
-118.48260973616478,33.36991361641914
